"variable","GEOID","NAME","estimate","moe","label","concept"
"B11012_001","50","Vermont",262514,1418,"Estimate!!Total:","HOUSEHOLDS BY TYPE"
"B11012_001","15","Hawaii",478413,2009,"Estimate!!Total:","HOUSEHOLDS BY TYPE"
"B11012_001","10","Delaware",381097,1552,"Estimate!!Total:","HOUSEHOLDS BY TYPE"
"B11012_001","06","California",13217586,19810,"Estimate!!Total:","HOUSEHOLDS BY TYPE"
"B11012_001","31","Nebraska",766887,2420,"Estimate!!Total:","HOUSEHOLDS BY TYPE"
"B11012_001","16","Idaho",657101,2559,"Estimate!!Total:","HOUSEHOLDS BY TYPE"
"B11012_001","25","Massachusetts",2714448,4158,"Estimate!!Total:","HOUSEHOLDS BY TYPE"
"B11012_001","08","Colorado",2227932,3823,"Estimate!!Total:","HOUSEHOLDS BY TYPE"
"B11012_001","32","Nevada",1141952,2588,"Estimate!!Total:","HOUSEHOLDS BY TYPE"
"B11012_001","17","Illinois",4930255,7843,"Estimate!!Total:","HOUSEHOLDS BY TYPE"
"B11012_001","30","Montana",436481,2253,"Estimate!!Total:","HOUSEHOLDS BY TYPE"
"B11012_001","09","Connecticut",1397324,3455,"Estimate!!Total:","HOUSEHOLDS BY TYPE"
"B11012_001","18","Indiana",2622601,6597,"Estimate!!Total:","HOUSEHOLDS BY TYPE"
"B11012_002","26","Michigan",1861214,10099,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","48","Texas",5120567,25564,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","42","Pennsylvania",2427747,11227,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","23","Maine",275284,3063,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","56","Wyoming",117873,2105,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","35","New Mexico",339742,3825,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","44","Rhode Island",189598,2599,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","28","Mississippi",493573,5122,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","40","Oklahoma",718823,4327,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","21","Kentucky",834674,6390,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","49","Utah",624878,4530,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","33","New Hampshire",281942,2816,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","41","Oregon",795014,5730,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","22","Louisiana",754049,6235,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","50","Vermont",123588,1725,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","19","Iowa",629781,4650,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","38","North Dakota",150348,1943,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","27","Minnesota",1115048,5893,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","51","Virginia",1617381,10101,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","20","Kansas",571932,4526,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","24","Maryland",1087133,6893,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","72","Puerto Rico",437919,3669,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","36","New York",3293425,14812,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","45","South Carolina",933016,8123,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","29","Missouri",1160947,7391,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","37","North Carolina",1922696,11099,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","18","Indiana",1258384,8246,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","46","South Dakota",170992,1785,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","34","New Jersey",1723295,9592,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","01","Alabama",895003,6456,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","55","Wisconsin",1151201,6731,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","47","Tennessee",1273881,8522,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","16","Idaho",361619,4282,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","39","Ohio",2154854,12565,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","08","Colorado",1104368,6500,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","53","Washington",1467589,8300,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","17","Illinois",2306333,12050,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","25","Massachusetts",1268605,8723,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","13","Georgia",1828328,12384,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","54","West Virginia",342161,3623,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","05","Arkansas",553316,4710,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","30","Montana",214450,2248,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","15","Hawaii",244142,2515,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","09","Connecticut",666526,4820,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","11","District of Columbia",79950,1881,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","31","Nebraska",382843,2779,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","02","Alaska",129879,1804,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","10","Delaware",181481,2896,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","12","Florida",3815705,22375,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","32","Nevada",506396,4730,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","04","Arizona",1270166,8602,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_002","06","California",6539445,29427,"Estimate!!Total:!!Married-couple household:","HOUSEHOLDS BY TYPE"
"B11012_003","01","Alabama",315140,4861,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","09","Connecticut",256971,3443,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","05","Arkansas",207198,3606,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","02","Alaska",55806,1348,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","46","South Dakota",65896,1303,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","49","Utah",303732,2986,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","06","California",2780272,21344,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","27","Minnesota",444643,4034,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","47","Tennessee",461559,6789,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","08","Colorado",448753,5215,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","48","Texas",2279656,20180,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","28","Mississippi",180753,3060,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","04","Arizona",471715,6206,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","40","Oklahoma",281367,3235,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","45","South Carolina",318923,5360,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","33","New Hampshire",95517,2007,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","26","Michigan",674104,6765,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","10","Delaware",58930,1657,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","50","Vermont",39575,985,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","19","Iowa",241826,3562,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","42","Pennsylvania",865873,8681,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","11","District of Columbia",30409,1258,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","56","Wyoming",45198,1269,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","20","Kansas",227443,3251,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","44","Rhode Island",68447,1657,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","12","Florida",1246178,16064,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","72","Puerto Rico",107891,2380,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","21","Kentucky",309072,4941,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","29","Missouri",428858,5507,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","54","West Virginia",108466,2617,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","41","Oregon",295138,4211,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","22","Louisiana",279997,4901,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","34","New Jersey",722047,7013,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","38","North Dakota",59443,1359,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","23","Maine",87942,1919,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","51","Virginia",647650,7316,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","35","New Mexico",116880,2737,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","39","Ohio",789525,8796,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","24","Maryland",439055,5391,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","53","Washington",584510,5978,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","36","New York",1287324,10666,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","25","Massachusetts",497049,5613,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","13","Georgia",733323,9625,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","37","North Carolina",716925,8358,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","18","Indiana",478486,6261,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","30","Montana",73572,1615,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","55","Wisconsin",413088,4863,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","15","Hawaii",87916,1792,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","31","Nebraska",157032,2009,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","16","Idaho",146016,2836,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","32","Nevada",193514,3656,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_003","17","Illinois",914650,9151,"Estimate!!Total:!!Married-couple household:!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","27","Minnesota",670405,4085,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","42","Pennsylvania",1561874,6148,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","04","Arizona",798451,5507,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","28","Mississippi",312820,4029,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","05","Arkansas",346118,3030,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","26","Michigan",1187110,6032,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","50","Vermont",84013,1391,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","29","Missouri",732089,4598,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","06","California",3759173,12610,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","23","Maine",187342,2362,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","56","Wyoming",72675,1438,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","48","Texas",2840911,12887,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","44","Rhode Island",121151,2516,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","24","Maryland",648078,4546,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","40","Oklahoma",437456,3302,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","49","Utah",321146,3023,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","45","South Carolina",614093,5111,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","33","New Hampshire",186425,2216,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","41","Oregon",499876,3594,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","22","Louisiana",474052,4479,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","30","Montana",140878,1829,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","19","Iowa",387955,2902,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","38","North Dakota",90905,1566,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","51","Virginia",969731,5385,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","35","New Mexico",222862,2997,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","08","Colorado",655615,4915,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","39","Ohio",1365329,7131,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","72","Puerto Rico",330028,3852,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","21","Kentucky",525602,3490,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","09","Connecticut",409555,3410,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","25","Massachusetts",771556,5809,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","37","North Carolina",1205771,7059,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","18","Indiana",779898,4334,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","46","South Dakota",105096,1291,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","34","New Jersey",1001248,6358,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","55","Wisconsin",738113,4551,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","53","Washington",883079,5403,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","31","Nebraska",225811,1993,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","20","Kansas",344489,3135,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","02","Alaska",74073,1435,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","54","West Virginia",233695,2954,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","36","New York",2006101,8834,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","17","Illinois",1391683,6198,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","16","Idaho",215603,2598,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","01","Alabama",579863,3989,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","13","Georgia",1095005,7723,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","10","Delaware",122551,2017,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","11","District of Columbia",49541,1560,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","15","Hawaii",156226,2186,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","47","Tennessee",812322,4681,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","12","Florida",2569527,11495,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_004","32","Nevada",312882,3653,"Estimate!!Total:!!Married-couple household:!!With no children of the householder under 18 years","HOUSEHOLDS BY TYPE"
"B11012_005","06","California",938780,7033,"Estimate!!Total:!!Cohabiting couple household:","HOUSEHOLDS BY TYPE"
"B11012_005","08","Colorado",156883,3033,"Estimate!!Total:!!Cohabiting couple household:","HOUSEHOLDS BY TYPE"
"B11012_005","05","Arkansas",66764,2225,"Estimate!!Total:!!Cohabiting couple household:","HOUSEHOLDS BY TYPE"
"B11012_005","09","Connecticut",91592,2199,"Estimate!!Total:!!Cohabiting couple household:","HOUSEHOLDS BY TYPE"
"B11012_005","17","Illinois",315524,5072,"Estimate!!Total:!!Cohabiting couple household:","HOUSEHOLDS BY TYPE"
"B11012_005","01","Alabama",87073,2710,"Estimate!!Total:!!Cohabiting couple household:","HOUSEHOLDS BY TYPE"
"B11012_005","13","Georgia",215848,4989,"Estimate!!Total:!!Cohabiting couple household:","HOUSEHOLDS BY TYPE"
"B11012_005","10","Delaware",26594,1352,"Estimate!!Total:!!Cohabiting couple household:","HOUSEHOLDS BY TYPE"
"B11012_005","54","West Virginia",44522,1762,"Estimate!!Total:!!Cohabiting couple household:","HOUSEHOLDS BY TYPE"
"B11012_005","56","Wyoming",15846,955,"Estimate!!Total:!!Cohabiting couple household:","HOUSEHOLDS BY TYPE"
"B11012_005","46","South Dakota",23367,1230,"Estimate!!Total:!!Cohabiting couple household:","HOUSEHOLDS BY TYPE"
"B11012_005","04","Arizona",212056,4030,"Estimate!!Total:!!Cohabiting couple household:","HOUSEHOLDS BY TYPE"
