"variable","GEOID","NAME","estimate","moe","label","concept"
"B29004_001","31","Nebraska",67462,451,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
"B29004_001","32","Nevada",67234,547,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
"B29004_001","33","New Hampshire",83742,779,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
"B29004_001","34","New Jersey",91907,555,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
"B29004_001","35","New Mexico",55185,572,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
"B29004_001","36","New York",76870,333,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
"B29004_001","37","North Carolina",61102,346,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
"B29004_001","38","North Dakota",68701,1033,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
"B29004_001","39","Ohio",62030,247,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
"B29004_001","40","Oklahoma",57617,417,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
"B29004_001","41","Oregon",70696,555,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
"B29004_001","42","Pennsylvania",67844,266,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
"B29004_001","44","Rhode Island",76172,1064,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
"B29004_001","45","South Carolina",58541,492,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
"B29004_001","46","South Dakota",64160,717,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
"B29004_001","47","Tennessee",58839,356,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
"B29004_001","48","Texas",70098,262,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
"B29004_001","49","Utah",80506,604,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
"B29004_001","50","Vermont",67821,940,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
"B29004_001","51","Virginia",81193,380,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
"B29004_001","53","Washington",82791,394,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
"B29004_001","54","West Virginia",50916,543,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
"B29004_001","55","Wisconsin",67405,346,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
"B29004_001","56","Wyoming",68352,1111,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
"B29004_001","72","Puerto Rico",22022,177,"Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS)"
